uniqueID,drugName,condition,review,rating,date,usefulCount
86463,Invokana,"Diabetes, Type 2","""I have type two diabetes. I was diagnosed after treatment for leukemia. My Dr. prescribed Metformin for my first treatment option. After many changes in dosage and five years A1C was never below 7. Finally I was given long acting Metformin and immediately started gaining weight. Called my Doc and expressed my concerns. Was then prescribed Invokana. I lost nine pounds in 3 months with no side effects.""",10,2016-02-08,22
178861,Victoza,"Diabetes, Type 2","""I started Victoza 6 weeks ago and lost 5 quick pounds. I have not lost a siongle pound since. I am on 1.2 plus 5 clicks on the pen. Has anyone else experienced no weight loss. My sugars are about 120 to 115. """,6,2012-04-29,17
156633,Dulaglutide,"Diabetes, Type 2","""My blood sugar went down first injection. It continues to be 7 or below morning and two hours after meals. I felt full and think sometimes I didn't eat enough. My weight dropped and continues. 

I am now on my 2nd month and for two days I have felt more hungry which I hope will change because I want to progress with weight loss. 

I have had next to no side effects. I feel better now but sometimes dizzy if I bend down for instance. I think this is an amazing drug and I feel sure I can get my weight down to target.""",9,2017-01-14,29
61648,Citalopram,Depression,"""I started this medication exactly 4 weeks ago.  I started Citalopram 20 mg and noticed something the very first day.  I stopped taking it at night as at first, I couldn't sleep.  It helped the irratability and I didn't feel depressed, however, I felt like my head was under water a bit. In the third week I noticed a major amount of fatigue and my depression again, into the fourth week as well.  Right now I am still very tired and considering taking it before bed again.  I know I should talk to my doctor because the fatigue is just too much, I could sleep another 4-5 hours during the day if I could. I wonder if the dose needs to go higher now or if there is something to help the fatigue. I'll probably stick with 20 mg for another 2 weeks.""",8,2016-06-21,8
156635,Dulaglutide,"Diabetes, Type 2","""I had my first dose. A day ago. I didn't and haven't had any side effects, Didn't even feel the needle, I'm an emotional eater. I eat if I see them eating in a movie. Good commercial, someone putting on a recipe, read a book that has food in it, eat breakfast, between lunch and supper, and bedtime. One thing I've noticed is that, today, I have not thought about food, I'm not hungry. Even with seeing food on tv. So I'm wondering if this also works on your mind.  Dr.put me on it to get my sugar down, it was 11.3, 10.4,  9.5. 8.3. And now my a1c went back up to 9.3. And I been battling my weight, and my Dr.is also a Weight loss Dr.   So feeling great, and I feel different, but seems like my mind has different thinking of that makes sense.""",9,2017-01-12,18
7608,Xanax,Depression,"""Helps but I have to take it every 4 hours only .125mg to see any effect""",7,2016-05-15,12
179227,Olanzapine,Depression,"""Made me feel emotionless and numb... Got constipated pooping pellets. Barely peeing ..dehydrated.. Sudden pimples  the kind that won't go away.. Missed period for someone whose never missed a period .. Weight gain.. Stubborn weight. I'm all ugly now.. Possible uti culprit
Stopped taking it without doctors support fucking psychiatrist is stupid... and all my problems disappeared and I'm much happier.. Would reccomended people not take it .. Cons outweigh the pros for me.""",5,2015-12-21,28
182082,Micardis HCT,High Blood Pressure,"""I lost 3 years of my life on this medication. My blood pressure was controlled but I had chest pain, I could not think properly, I could not sleep, I had severe fatigue, I could not function. My wife thought I was just lazy. Lucky I found someone else on the internet with similar symptoms and persuaded the doctor to change medications. After going on Karvea I got my life back. I hope this can help someone else who is suffering on Micardis.""",2,2016-10-27,1
28640,Lexapro,Depression,"""It causes me to shake constantly and gives me a feeling like I'm about to vomit for hours. It also keeps me awake all night.""",1,2012-06-27,22
86631,Invokana,"Diabetes, Type 2","""Very happy with this new medicine. Seems to control my blood sugar better than other medications. I also take 2000mg of Glucophage a day and 100mg of the Invokana. After the first month, the maintenance dosage is 300mg once a day. Been on this medication for 3 weeks now. I have already lost 5 pounds! Urination is more frequent during the day though. Make sure you drink lots of fluids to prevent dehydration. I did notice some acne to show up on my face. Not sure if this is a side effect or not? Other than that, this is a miracle! Controlled blood sugars and weight loss! The first year is only $5.00 a month with the prescription card the Manufacturer gives you.""",8,2013-05-31,109
163890,Lantus,"Diabetes, Type 2","""Have been using Lantus for 3 weeks. Injecting 15-20 units per day and have not experienced a substantial reduction in glucose readings. Am upping dose to 24 units/day. Also have been taking 2.5g of Metformin with insulin shots. When my glucose goes above 300, I need to take 4mg of Glimepiride to knock it down. """,3,2013-03-12,38
32346,Lisinopril,High Blood Pressure,"""Before this pill I had 140/90, doctor suggested to take 5 mg of this drug, took first day at night...  no changes,  next morning I was 170/103 (never experience high before), felt so miserable, migraines, lightheaded, I thought I was dying, dizziness, I even threw up for the first time in my life... called my doctor and he prescribed metoprolol, it worked way better... I am now exercising and losing weight to get rid of these drugs soon.""",1,2016-04-03,20
181845,Jentadueto,"Diabetes, Type 2","""Though not great in controlling my sugar levels, but, there is definitely an improvement in the level with this drug. The best part is that I feel great after having started this, no side effects and seems I have more muscle now :)

A1C seems to be dropping too. Will know in the next one month when I get tested.""",8,2016-04-24,4
61751,Citalopram,Depression,"""I noticed I was constantly down, getting upset and was unable to communicate with people. I stopped going out and without realising I created my own bubble which I found hard to get out of. Even the simplist of things felt hard causing me to fall behind in work. I was then experiencing anxiety where I was so stressed. I knew somthing wasn't right when I found myself fantasising over jumping off a really high building so I didn't have to worry anymore.

I took myself to the doctors and he started me on 10mg of citalopram. The first week was hard. I still had suisidal thoughts. I couldn't stop yawning and had a dry mouth. After three weeks I started to feel normal again and things got easier. I still have down days but at all like before. :)""",9,2015-11-16,24
45923,Fluoxetine,Depression,"""I have now been taking this medication for just over a month. I am more relaxed, calm. I have no sleepiness and i think the only side effect is weight loss. Since being on this medication i have lost 10lbs. But i am still giving it some time and see where it leads me.""",9,2008-04-30,33
186069,Desvenlafaxine,Depression,"""I was being prescribed different anxiety/depression drugs when Effexor stopped working. It was hell for months. Then I had the genetic blood test and found that there were only a few drugs that could work with my body. I was prescribed Pristiq 3 years ago and so far it has worked. initially, the side effects are strong, but they lessen as time goes on. Currently, I may have dizziness and flushing, but the good effects of this drug greatly outweigh the bad. I am taking 150 mg (1) 50 mg and (1) 100 mg and found out it is $60 less per prescription if I take (3) 50 mg pills instead. This is not an inexpensive drug, but it works for me.""",10,2015-10-09,38
161577,Remeron,Depression,"""Fantastic medicine! I have insomnia, depression and anxiety. Helps me fall asleep and sleep hard all through the night. I wake up feeling refreshed. This pill gives me lots of energy. Imy back on my bicycle and hitting my home gym daily. I feel confident in myself for the first time and almost feel guilty for not having constant self depreciating thoughts. Thankful God has given me powerful healing in this medicine. A tool against the devil, I no longer hear his lies so much. Living happily """,10,2016-11-01,94
121894,Venlafaxine,Depression,"""This was one of the better SSRI's I've been on. However, after using it for a few years I began to notice that some of the granules were not getting absorbed into my system. The granules were showing up in my stools completely whole. It worked wonders on my rage and moodiness though.""",7,2012-12-04,57
224728,Bupropion,Depression,"""Unfortunately this medication did not work out well for me at all. I was on 150mg of Wellbutrin a generic SR version. In the first week I took the medicine first thing in the morning as directed (for me that's about 7a.m.), and the rest of the day I had intense/severe headaches. Mind you, I already take medication daily for migraines because I'm a chronic sufferer, and my migraine medication was being blown out of the water! I felt like I had several ice picks in my head. The other issue I noticed immediately was that I was having an extremely difficult time sleeping and if I did fall asleep I'd have very vivid and awful nightmares. Other apparently issues were having memory loss and abnormal behavior. Not for me!!!""",2,2017-03-08,28
201523,Zoloft,Depression,"""Zoloft is a miracle. I was having panic attacks and anxiety and since taking them I feel so much better .I can sleep at night and wake up refreshed and feel I could climb a mountain. Truly a wonderful medicine.""",10,2015-04-03,109
45075,Fluoxetine,Depression,"""At first it made me feel really sick constantly and have stomach aches but after 2 weeks it started to help me cope with my anxiety and depression waaay better. I wanna make it clear I wasnt looking for a cure when I started taking prozac, but just a way to better manage my feelings because I dont think I will ever be cured since Ive been chronically depressed my whole life. 

And it does really help me manage way better, I still have depressive episodes tho, but I dont break down crying easily or feel anxious all the time and I stopped disassociating.""",10,2016-11-20,74
63859,Sertraline,Depression,"""After week 2 feel like my old self again-before the depression and anxiety hit. Definitely worked for me.""",9,2017-08-28,26
62632,Citalopram,Depression,"""When I started taking this medication I was really hopeful, but the first two weeks I noticed no results. However, my family said I was distant, and ""here, but not here."" After a couple of months (as encouraged by the doctor) I still didn't feel like my depression was managed as well as it was on other medications.""",6,2010-04-03,12
206536,Valsartan,High Blood Pressure,"""I have been taking a little over a week & am stopping. My stomach feels upset my joints are painful & I constantly feel lightheaded.""",1,2016-11-24,16
168765,Vilazodone,Depression,"""I have been experiencing increasing anxiety the more I progress into menopause.  Tried Cymbalta and it made me so drowzy that I was afraid of falling asleep while driving.  Started on Vybrid about 2 months ago and I feel fabulous. My anxiety is totally under control and I have energy to go out and do things. Recently lost 5 pounds because I had the energy to work in the yard.  There has been some diarrhea but it does not bother me as the benefits are such a difference in how I feel.""",10,2015-05-29,60
225665,Bupropion,Depression,"""This medication makes me feel weird like my brain is dehydrated, loss of appetite, constant headaches and a jittery feeling that was uncomfortable at times. Reduced smoking cravings and made smoking really gross. Had a few drinks on new years....bad idea, sick for days.""",2,2013-01-24,98
198391,Exenatide,"Diabetes, Type 2","""Was on the 5mcg and increased to 10. Had the usual nausea and lost about ten pounds. A1c leveled out in the high 6's to low 7's.  Got ugly last fall/winter and dropped another 35 lbs.  BMI is now normal with 65 lbs lost from an initial 235lb start.  Have been having a problem with low (50'5 and 60's) sugars within 2 hrs of injection/eating. This started 3 months after the latest weight loss.  I was forced to sugar load with glucose and fruits to counteract the Byetta and stopped it last week (just too dangerous.  I am going to ask to be put on the time release and then adjust the Glucophage to try to get a stable dial in.  Testing like a mad dog my fingers are a mess.  If the time release doesn't cut it I will try going back to 5mcg.""",10,2014-08-25,27
198249,Exenatide,"Diabetes, Type 2","""I've been taken Bydureon for 4 weeks now and have lost 5kg The only side effects I have had is heartburn and nausea and headaches but has stopped. I do recommended this drug to anyone. It does suppress the appetite really well I take it with Metformin 
I get it through Prescription which cost $5.60 a month""",10,2017-09-15,4
186655,Desvenlafaxine,Depression,"""My doctor just gave me Pristiq the other day and within 45 minutes I felt so much happier about everything. I am really satisfied with it!""",9,2009-10-07,10
140479,Escitalopram,Depression,"""Miracle drug for me. Only med that has ever helped with my depression.""",10,2017-05-10,38
213104,Phenelzine,Depression,"""I was on Nardil for over 20yrs until I was unable to get them on prescription anymore. I was then put on other antidepressants but none worked as well. I can now get the tablets again and have been on them for just 11 days. I am finding the side effects (nausea, loss of appetite) hard to deal with but trying to persevere with them as I know they are amazing when into system, and before while I was on it I was able to lead an almost normal life.""",9,2012-03-24,53
122069,Venlafaxine,Depression,"""I took Effexor XR after having my first episode of major depression. I have tried three times to discontinue Effexor and have had a recurrence of depression each time. As soon as I started taking the Effexor XR my mood stabilized within a couple of weeks and my life was back to normal. The only reason I tried not taking an antidepressant is because my profession will not allow you to take an antidepressant. There are new rules in effect now that allows us to be human so we will see how it goes. Effexor is not on the list so I took advantage of changing to an approved medicine. I hope it works as good as Effexor.""",9,2010-06-08,17
45545,Fluoxetine,Depression,"""No side effects. 20mg/day works well for me. My depression is a result of having Reflex Sympathetic Dystrophy (since 1992) and Fibromyalgia (since 2002).""",9,2014-05-01,10
186474,Desvenlafaxine,Depression,"""I started on Pristiq 1 1/2 years ago for depression.  I was on 50 mg and it was great until about 3 months ago.  I am going to see if my dosage can be increased.""",7,2010-11-30,7
120871,Venlafaxine,Depression,"""150mg/day. The first med I have taken that has very effectively tackled BOTH depression and anxiety/OCD. I believe this is due to Venlafaxine being an SNRI med (as opposed to an SSRI), which more effectively treat anxiety and obsessive thinking disorders, as well as depression. 

Drawbacks include the usual limitation on being able to feel deep emotion, a feature in many meds, which is a relief to some people and a hindrance to others. I've also found it to encourage apathetic feelings in situations or subjects that I would usually find emotive; not a bad thing if the issue was something I would previously obsess about, but not so good if trying to feel empathetic toward the feelings of others.

Overall, it has been an absolute lifesaver""",9,2017-08-31,13
185865,Desvenlafaxine,Depression,"""Feel down and nervous on higher dose. Stick with 100mg or less for a while. Over 100mg might be too much, for me it is. I take klonopin, prazosin for PTSD, and latuda for mood swings. Don't give up unless it makes you horribly sick to your stomach or other side effects, but talk to your doctor first.""",6,2017-12-11,0
205331,Pristiq,Depression,"""This poison never helped my anxiety or depression. I am currently weaning off & it is HELL. I do not recommended this med. I've also lost 1/2 my hair in the 6 months I've been on it. Only 22 years old.""",1,2016-10-28,19
136588,Byetta,"Diabetes, Type 2","""i was on byetta from for 6 mths it was good to control the sugar levels but i did not find any other benefit as to what the drug claim about losing weight....i thought the expense was to much for the not so stellar results.....""",4,2008-03-11,37
116176,Amlodipine,High Blood Pressure,"""On it for two years now, was lightheaded at first but that went away quick and have had only swelling in my feet every now and then. I just put my legs up a little then it goes away, this doesn't cause me any pain. Other than that no side effects not even having any problems getting an erection, wife likes that. She was worried about that at first. No problem with other meds either so far. Also it works best with exercise.""",9,2012-09-28,68
96015,Sertraline,Depression,"""I swore that if Zoloft worked for me, I would come back here and write a review. I hope this gives some people hope who are too scared to take it or try something new. I was first put on Lexapro for serious anxiety, which then led to depression. I was on that for about 9 days. It was terrible! Made my anxiety way worse, vomitting, couldn't sleep. So then I was put on Pristiq. I took it one day (fast acting) and felt so weird, shaking out of control, sick to my stomach, etc. FINALLY. I was put on 50mg of Zoloft. I am on my 4th week of it now and I can honestly say I feel like myself again! Only side effect was extremely tired. So I started taking it at night and that has helped! Good luck!""",10,2012-10-31,106
89807,Celexa,Depression,"""I started taking Celexa about three years ago for depressive symptoms.  I noticed a huge improvement in my mood and social interactions. When I felt things in my life had settled down, I decided to go off the medication. I noticed a big difference being off the medication and have since started back on it.""",8,2008-10-07,47
197976,Metoprolol,High Blood Pressure,"""Side effects:  swollen ankles, constant cough, headache. Lowers blood pressure""",6,2016-01-01,33
178624,Victoza,"Diabetes, Type 2","""I have been taking Victoza for about a month. Started at 0.6mg for the first two weeks and lost about 3 pounds. Increased to 1.2mg after two weeks and have lost an extra 9 pounds for a total of twelve pounds the first month. My main complaint is a little upset stomach and a little diarrhea. But I can handle it for the sake of weight loss. I seriously cannot eat no where near as much as before.  I used to be able to eat 6 pieces of a papa John's large pizza in one sitting. Now I can barely eat 2 without the crust. I have waaaaayyyy more energy now. I don't understand how some people are having problems with injection site.  I Wash my hands and use alcohol to clean injection site before I give myself the shot.""",9,2017-03-30,26
93163,Vortioxetine,Depression,"""I've been taking this medication for approximately 5 months.  It lifted me out of a severe depression.  Had been on Effexor x 5 years.  The side effects for me are extreme itching and sexual side effects.""",8,2015-11-30,27
96095,Sertraline,Depression,"""I have been on Zoloft for 4 months . I am now at 125mg per day.  Depression has slighly improved but not much effect on anxiety and panic attack.  Not sleeping better I am dealing with chronic pain and professional burn out.  I am thinking about swithching to Pristiq but I am afraid of side effects. I am amazed with the no side effects of Zoloft.""",4,2012-05-04,13
11807,Trulicity,"Diabetes, Type 2","""I have been on Trulicity for 5 weeks, lost 6 pounds w/o exercise. No major complaints other than sharp pains in stomach area, almost like pregnancy contractions....not cool.""",8,2016-08-24,17
102886,Aripiprazole,Depression,"""It has helped me to get out of the worst depressive episode of my life (1.5 years), but I only sleep a few hours a night, my arms and shoulders feel like lead weights, and I tend to have racing thoughts. I am still trying to figure out whether to stay on it or not.""",7,2010-11-26,18
93436,Vortioxetine,Depression,"""So I love how I feel I am on this stuff. Little background info I am bipolar and suffering post partum from having my first daughter three months ago..two things I've noticed I don't cry as much however I itch constantly I mean like a crack.head itching. Also having headaches and crazy dreams ( snakes spiders) but the post partum is mostly gone. I still feel however no weight loss and that is still a major depression symptom for me and probably my biggest. I make myself sick in the mirror when I'm naked and I like the way it's taken away the post partum but still no self esteem. What do I do? Also i.would love to chat or if there is a group I can look into about this please let me know I am on my second week of 10.MG thank you!""",8,2015-02-16,7
147028,Alprazolam,Depression,"""Xanax 1mg t.i.d. has helped me plenty with my depression and panic disorder that said I find it as the best benzodiazepine for my condition !""",9,2015-07-25,70
82540,Liraglutide,"Diabetes, Type 2","""I just started taking Victoza last Wednesday.  So far, no nausea or other side effects.  My blood sugars have been great - as low as 88 in the morning, which is such a HUGE difference for me.  I up my dose on Thursday to 1.2, so we'll see then.  I haven't noticed any weight loss yet.""",9,2010-07-12,6
28101,Lexapro,Depression,"""I just wanted to post my experience with lexapro. I have been on it for about four weeks and it has changed my life for the best. Before I got prescribed this medicine I was going to bed crying and waking up crying. Couldn't keep up with my Mother duties cause I was scared I was going to die and was having horrible panic attacks. I have not had any panic attacks since the end of the first week and I have not had the nausea feeling since week three, so I am doing way better. Didn't really have any other side effects from the medicine. I can't wait to I see my doctor so I can thank her for saving me from anxiety and depression.""",10,2015-10-28,100
186798,Benicar,High Blood Pressure,"""Started Benicar HCT 20/12.5 Sunday morning, Monday evening Blood Pressure was up, took second tablet that evening. Then took 1 morning and 1 evening. Friday morning woke up and walked downstairs with no aches or pains (morning walk has been painful for last 20 years). I hope this trend continues. Peeing every 90 mins, otherwise no side effects.""",10,2008-06-06,55
219899,Amitriptyline,Depression,"""I use to read these reviews all the time while trying to figure out a med that would work for me. I promised myself I would write a review if I ever found one that was working for me. I have been diagnosed with treatment resistant clinical depression, anxiety and panic disorder. I have been hospitalized twice in the past two years. It has made my life a living hell. After 15 ECT treatments and 150mg of amitriptyline I am finally doing much better. My point to writing this is please don't ever give up!""",10,2016-12-04,87
230085,Glipizide,"Diabetes, Type 2","""If anything my sugar levels have increased while on this med.""",3,2017-08-03,9
81562,Liraglutide,"Diabetes, Type 2","""Sooo....started like everyone else on 0.6 after 2 days I spent 5 days in bed on the highest dosaging of Gravol. Never been so nauseated in my life. Then day 6 started feeling better. Definitely loss of appetite and only able to eat about 1/2 per meal as I did. This is my 4th week and still have some nausea on occasion and occasionally have diarrhea. So far I've lost 8lbs but haven't been dieting or exercising either. My morning sugars were from 12-16 now they're 8-12. Here's to 60 more lbs. """,7,2017-08-08,7
184629,Albiglutide,"Diabetes, Type 2","""I tried Tanzeum for a month before giving up on it.  The first week I experienced nausea and headaches but willed myself to continue on.  By week two I was having joint pain in my hands and feet, but did not attribute the pain to Tanzeum.   The joint pain increased each day, my entire body suddenly felt like an 90 year old.  My hips hurt, it was difficult to walk up stairs etc.  Finally connected the dots and stopped the injections.  Over the next 2 to 3 weeks the pain gradually disappeared.  Wouldn't try it again.""",1,2017-01-20,5
11686,Trulicity,"Diabetes, Type 2","""Thus far, Trulicity has worked for me to get my blood sugars under control.  Changing my eating habits,  I can tell that I have lost some weight while using Trulicity. Others can tell as well.  I know of three other patients who have requested from their physician Trulicity as a result of me talking with them about Trulicity.""",9,2017-05-17,11
93026,Vortioxetine,Depression,"""OK I went to a new doc and told her about my anxiety. She said this med was a huge antianxiety plus a little antidepressant. I've been taking it for about two months. I've never gotten nauseous or sick but I'm 6'2 320lbs so who knows. I do agree with previous posts about being more sleep oriented but I got over that. I'm no longer  anxious and get on with life better than before. I guess a big part of medication is the ""want"" to improve and this med helped me to follow through with that goal. If you want something to pick you up and show you how capable you can be give this a try. If not Money lost. Experience gained""",9,2016-08-16,45
28046,Lexapro,Depression,"""I've had depression for years and very high anxiety which at one point I could barely breathe and I had to focus on my breath  to calm down at all. I took xanax for 6 months a year ago. It helped a little with anxiety but not for depression very well. I got off xanax last year and took nothing at all. I felt like I was losing my mind and had thoughts of just ending my emotional and mental agony. I went back to my Dr and he gave me Lexapro and xanax. For the first time in years my face doesn't grimace in emotional pain and I feel happy. I don't know if Lexapro could do that by itself,  but with xanax it's saved my life.""",10,2016-01-27,53
183102,Cymbalta,Depression,"""After 2 weeks (60mg/day) I am pleased with this. I had constant dysthymia, black periods lasting a few days, breaking into tears for no reason, not coping, couldn't see a way out, hopelessness. I couldn't tell my partner everything: she needs me to be strong.  She knew anyway. The medicine leveled it all out. Only 2 weeks but the depression is gone. I even felt briefly euphoric today. I am easier to be around. Calmer.

Negatives: a strange dissociative feeling, sort of out-of-body, as if hearing myself talk slowly, dizziness, an itchy rash on my hand, dry mouth, general tiredness, lethargy in bed in the mornings, no erectile problems, but problem reaching orgasm.  If these moderate in time, then my 7/10 score will increase.""",7,2014-03-24,94
140532,Escitalopram,Depression,"""Been on it about 2weeks don't feel any better""",1,2017-01-11,13
94028,Trintellix,Depression,"""Lots of nausea after moving from 5mg to 10mg. Days and days of headache and nausea, did get a zofran RX and I feel much better! I believe this med is doing a good job at helping with my depression and anxiety. Just came off of Prozac after 10 years and I'm pretty happy with the results of Trintellix so far, 3 weeks in!  Had to work the much hated job at work today - front desk.....easiest day I've had up front in years, I believe due to new Trintellix....very promising!""",8,2016-10-12,76
122295,Selegiline,Depression,"""This helps my depression more than anything I've tried. I'm using Emsam and the ease of use is excellent. I have fibromyalgia and this might also be helping my pain, fatigue, and libido since I've noticed improvement with all. At first I craved sweets but don't now. I have mild irritation at the patch site. I wake up at least once at night to urinate (where I didn't before) and I also want a snack at that time, too. Even with night eating, I think I'm losing weight on this medication. My one concern is that I am definitely losing my hair on this. I will see my psychiatrist next week for a one month follow up and if the hair loss is easily remedied, I'll stick with it. Expensive without insurance.""",8,2012-08-17,57
205174,Pristiq,Depression,"""Pristiq has been the most effective drug I've came across in my life for this mental illness! Only side effect is because it's a timed release, if you miss 1 day taking it you will feel like a train hit you. Otherwise it's the most stable I've ever felt!""",10,2017-09-01,11
86576,Invokana,"Diabetes, Type 2","""Have only taken the product for 2 days but have felt tired. My appetite has less than usual. I an glad with the loss of appetite. But am in hope that the tiredness will diminish once I have been taking the medication for awhile.""",5,2015-02-21,48
205965,Pristiq,Depression,"""I have been taking Pristiq for the treatment of bipolar disorder to treat my depression issues.  As for the depression it has helped a lot (I was locked into a depressive state for months).  I have been on this medication for about 3 weeks and so far have lost about 15lbs (I have been working out as well). Anyone who knows how hard it is to lose weight while on bipolar medicines will know it's heaven sent.  """,8,2009-06-14,24
136599,Byetta,"Diabetes, Type 2","""I started Byetta in 2005, sugars were between 300-350. My weight was around 320 also. I had horrid nausea. I threw up a lot too. My sugars immediately dropped to normal though. Now, looking back on it, I think I just ate all the wrong foods. I've been off and on Byetta over the years depending on which insurance I have had. I just started it back up two days ago after going off last month to try Onglyza. My weight is now 213 by the way.""",10,2010-11-18,20
65730,Propranolol,High Blood Pressure,"""I take Propranolol 120mg along with Losartan and Hydrochlorothiazide 100mg/25mg once a day for severe high blood pressure and the results are awesome. My blood pressure is consistently averaging around 110/70 now, my heart rate is always around 70. I feel great and have zero side effects...""",10,2016-08-23,17
93074,Vortioxetine,Depression,"""I started getting nausea the first day on half of the smallest dose.

4 doses and I'm crying, have diarrhea, can't deal with anything. Cant get a hold of the nurse that prescribed it. Miserable. Crisis centers couldn't help. 

Its been hell. Don't try this unless you can get immediate help from your psychiatrist.""",1,2016-07-11,47
126067,Viibryd,Depression,"""I've been on Viibryd 20mg for 18 months. My doctor suggested staying at 20mg at my follow up appointments because that dose currently works for my depression and mood changes. I still have to take it with a snack due to mild nausea. I don't like the abdominal distention (especially with PMS). I recently noticed memory problems and mixing up my words. Despite all that, I'm not going to stop Viibryd because I was an emotional mess 18 months ago. Celexa and ""other"" meds left me dull and in a haze. Now, I can cope better and feel more like me!""",9,2013-05-14,80
225342,Bupropion,Depression,"""This isn't a ""feel good"" drug. But it certainly alleviated my depression. I love that it doesn't come with too interfering a side effects. My mood has certainly changed for the better.""",9,2015-08-27,36
211862,Lamotrigine,Depression,"""I have suffering with mental illness for sometime now. Been on quite a few meds and nothing seemed to help with my depression. My doc put me on Lamictal starting at 25 mg now up to 100 mg for about 2 months now. This medication has really changed my life for the better! The depression is sooo much less and able to function. I would recommend this drug.""",9,2016-05-22,63
140572,Escitalopram,Depression,"""I was diagnosed with PTSD,GAD and MD .My life was falling apart.I had dark thought ,wasn't cleaning my house , completely let myself go , No patience with my kids and a negative outlook on life .my anxiety was So bad I was taking Xanax to cope . lexapro has been a life saver for me 6 weeks later I'm back to my "" normal self "" I'm very productive , positive , I take care of my house , myself ... it will not make you happy or "" high "" but make life so much more enjoyable and easier . I'm at 20 mg of lexapro a day ! And I thank god for it ... I'm 10 lbs down . SSRI work different for everyone but if 2 month ago told me my life would change for the better I would have never believed it ! Give it a try ! We are all SURVIVORS! Good luck !""",10,2016-12-01,113
93276,Vortioxetine,Depression,"""Psychiatrist put me on Brintellix about 7 weeks ago. 10mg for the first 3 weeks - which had no effect on my depression, but I didn't notice any side effects like I had with Pristiq, Lexapro, Lovan & Alprazolam. The dosage was upped to 20mg for the next 4 weeks. Still feel terrible, haven't noticed any shift in the depression but I've noticed I feel a bit more edgy and anxious. Not sure how long I'm meant to wait to notice a change but I'm not convinced that this drug is working for me. It's also not covered by medicare in Australia, so quite expensive!""",3,2015-08-28,29
32225,Wellbutrin XL,Depression,"""I use Wellbutrin XL and it helps my bipolar disorder and adult ADD!! It gives me

better focus, eases anxiety, keeps me from becoming enraged for no reason and helps me from getting depressed! I no longer scream at my family (very important) and I don't sit and cry for no reason anymore! This is a miracle medicine for me.""",9,2010-03-27,117
185990,Desvenlafaxine,Depression,"""For years I refused medication for my depression and anxiety disorder. I had tried a few in the past (Lexapro, Effexor etc) but they hadn't helped or caused me to gain weight. After having my baby my anxiety and depression became so bad I couldn't leave the house. I met another lady who suggested this medication. I was really hesitant but I had to try something for my babies sake. This medication has really changed my life. I am

A different person completely. I feel strong and don't remember the last time I cried (I use to be a daily cryer!). I am still anxious sometimes but life doesn't seem so hard anymore. Everyone that knows me has noticed the difference in me. It took about three days to get use to it, but it's been great since.""",10,2016-12-11,52
77501,Avapro,High Blood Pressure,"""I have been taking Avapro for 5 years and I don't like it so am looking for another drug. My GP thinks if the side effects are bearable don't change anything. I don't like the dizziness, cold feet, dry throat and tiredness it produces. It has also depleted my potassium levels and  I wonder if the arrhythmias I have been having are related to prolonged use. """,3,2009-11-30,78
34298,Bystolic,High Blood Pressure,"""I have been on this medicine less than 2 years....5mg, recently changed to 2.5mg per day.  I have had no side effects, feel great.  I do have more energy most likely because my blood pressure is where it is suppose to be.  I am a female in my early 50's & this is my first experience with blood pressure meds.""",10,2014-12-11,65
170938,Quetiapine,Depression,"""I recently started Seroquel 50 MG for depression, panic disorder, anxiety, insomnia. The first couple of days and then up to 150 MG. This medication works great. It creates anxiolytic effects similar to clonazapam and relieves all my anxiety. I Sleep well to. I can actually function thanks to this medication and it works excellently for paranoia and anxiety. I've also found it to work great for sleep. I was previously on Abilify which was very activating and gave me a lot of anxiety and I couldn't sleep more than 1-2 hours. On Seroquel I sleep a full 8 hours and I wake up refreshed and ready for the day. It controls my anxiety and works wonders. Side effects are: No sex drive, and Drowsiness. Great medicine, works great.""",10,2011-01-29,29
103112,Glyburide,"Diabetes, Type 2","""Glyburide works VERY well. I take it with Metformin. This combination of drugs keeps my blood sugar in control.  These drugs are life savers!""",10,2009-10-23,47
121571,Venlafaxine,Depression,"""I take the drug in morning when I wake up, first thing is eating, then 75mg with bottle of water, and I make sure during the day a drink plenty water because this drug affects your renal and hepatic system; every three months or according with your MD you should do routine labs.
Remember, the drug won't take effect fast, is going to be two weeks to check out how you are tolerating the dose; this first two weeks you may feel somnolence, dizziness, tired, and urge to sleep. Thats normal, but you can also feel you can't control your life, not being focused, unhappy, that also can occur in the starting period as me. The maximum effect of the drug/dose will take effect in three months. Monitor your suicidal thoughts with any anti-depression med.""",10,2015-04-30,58
119868,Losartan,High Blood Pressure,"""I have been on Losarten for 15 days. I was on Valsarten before this. The Losarten brings down my blood pressure to 120/70 range. I take a dose in the morning. About 2-3 hrs after I take it I feel upper chest, neck and ear fullness. Over the next 3-4 hrs I feel light headed and I can't walk right. I feel fatigued. Around 4:30 to 5pm, I begin to hear and feel bounding and vibration in my ears and head. By 5pm to 6pm by blood pressure increases. The cardiologist tells me to take it at the same time everyday 12 hrs apart and I can't.  I have to check my blood pressure first and sometimes I can't take it in the morning because my blood pressure is too low 90/60 and sometimes I can't wait the full 12 hrs to take it in the evening. Hair loss nausea""",5,2016-12-15,55
